line_num, word, mean, line_num2, word2, sent, sent_mean,
502,confident,자신 있는,502,confident,She feels confident about her chances of success.,그녀는 성공할 가능성에 대해 자신감을 갖고 있습니다.,
503,cause,"~을 야기하다, ~의 원인이 되다
원인",503,cause,Smoking can cause serious health problems.,흡연은 심각한 건강 문제를 일으킬 수 있습니다.,
504,commentary,"해설, 설명(comment 해설하다,논평, 주석을달다)",504,commentary,The commentator provided insightful commentary on the game.,해설자는 경기에 대해 내용이 풍부한 해설을 제공했습니다.,
505,notification,통지,505,notification,You will receive a notification when your package ships.,귀하의 소포가 발송되면 통지를 받게 될 것입니다.,
506,apologize,사과하다,506,apologize,He apologized profusely for his mistake.,그는 자신의 실수에 대해 진심으로 사과했습니다.,
507,interact,"소통하다, 교류하다; 상호작용을 하다",507,interact,It's important for team members to interact effectively.,팀원들이 효과적으로 소통하는 것이 중요합니다.,
508,certain,"확신하는, 확실한; 특정한",508,certain,I'm not certain about the details of the plan.,그 계획의 세부 사항에 대해서는 확신이 없습니다.,
509,commitment,"헌신, 전념",509,commitment,His commitment to the project is commendable.,그의 프로젝트에 대한 헌신은 칭찬할 만합니다.,
510,applaud,~에게 박수를 보내다; 칭찬하다,510,applaud,The audience rose to applaud the performers.,관객들이 연주자들을 칭찬하기 위해 일어섰습니다.,
511,biography,"약력, 전기",511,biography,Her biography of the famous scientist is very detailed.,그 유명한 과학자의 전기는 매우 상세합니다.,
512,critical,비판적인; 중요한; 위기의,512,critical,Timely intervention is critical in such cases.,시기적절한 개입이 그런 경우에는 중요합니다.,
513,depend on,"~에 달려 있다, ~에게 의존하다",513,depend on,Success often depends on perseverance and hard work.,성공은 종종 인내와 노력에 달려 있습니다.,
514,combine,결합시키다,514,combine,Let's combine our efforts to finish the project on time.,우리의 노력을 결합하여 프로젝트를 제 시간에 완료합시다.,
515,priority,"우선권, 우선사항",515,priority,Safety is our number one priority.,안전이 우리의 최우선 사항입니다.,
516,observe,"관찰하다, 주시하다;
(규칙 등을)준수하다, 지키다",516,observe,It's important to observe safety regulations at all times.,언제나 안전 규정을 준수하는 것이 중요합니다.,
517,defective,결함이 있는,517,defective,The manufacturer recalled the product due to defective parts.,제조업체가 결함이 있는 부품으로 제품을 리콜했습니다.,
518,reflect,"반영하다, 나타내다",518,reflect,His actions reflect his true character.,그의 행동은 그의 진짜 성격을 반영합니다.,
519,attitude,"태도, 마음가짐",519,attitude,A positive attitude can make a big difference.,긍정적인 태도는 큰 차이를 만들 수 있습니다.,
520,disappoint,실망시키다,520,disappoint,"I'm sorry to disappoint you, but we're out of stock.",죄송하지만 재고가 없어서 실망시켜 드리게 됐습니다.,
521,inquire,"문의하다, 질문하다",521,inquire,Feel free to inquire if you have any questions.,궁금한 사항이 있으시면 언제든지 문의해 주세요.,
522,insert,삽입하다,522,insert,Please insert your card into the card reader.,카드를 카드 리더기에 넣어 주세요.,
523,disclose,"공개하다, 드러내다",523,disclose,He refused to disclose the details of the agreement.,그는 협정의 세부 사항을 공개하지 않기로 거부했습니다.,
524,guarantee,"보장하다, 보장",524,guarantee,We guarantee the quality of our products.,우리는 제품의 품질을 보장합니다.,
525,politely,"공손하게, 예의바르게",525,politely,Please ask the customer politely to wait a moment.,고객에게 예의 바르게 잠시 기다리라고 부탁하세요.,
526,seriously,진지하게,526,seriously,The company takes safety issues very seriously.,그 회사는 안전 문제를 매우 심각하게 다룹니다.,
527,international,국제적인,527,international,English is an international language.,영어는 국제적인 언어입니다.,
528,attraction,관광 명소,528,attraction,The Eiffel Tower is a popular tourist attraction.,에펠탑은 인기 있는 관광 명소입니다.,
529,itinerary,여행 일정,529,itinerary,We need to finalize the itinerary for the trip.,여행 일정을 최종 확정해야 합니다.,
530,exotic,"이국적인, 매혹적인",530,exotic,She loves to travel to exotic destinations.,그녀는 이국적인 목적지로 여행하는 것을 좋아합니다.,
531,diverse,다양한,531,diverse,The city boasts a diverse cultural heritage.,이 도시는 다양한 문화 유산을 자랑합니다.,
532,superb,"최고의, 뛰어난",532,superb,"The performance was superb, with flawless execution.",공연은 훌륭했고 흠잡을 데 없는 실행이었습니다.,
533,baggage,수화물,533,baggage,Please make sure to collect all your baggage.,모든 수화물을 수령하는 것을 잊지 마세요.,
534,destination,목적지,534,destination,Paris is a popular tourist destination.,파리는 인기 있는 관광 목적지입니다.,
535,missing,"분실된, 없어진",535,missing,We apologize for the inconvenience of the missing item.,누락된 물품으로 인한 불편을 사과드립니다.,
536,locate,"(~의 위치를)찾아내다;
~을 위치시키다",536,locate,The GPS can help you locate the nearest gas station.,GPS가 가장 가까운 주유소를 찾는 데 도움이 될 수 있습니다.,
537,approximately,대략,537,approximately,The journey will take approximately two hours.,여행은 대략 두 시간이 소요될 것입니다.,
538,duty,"관세,세금; 직무,의무",538,duty,It is the duty of parents to take care of their children.,부모의 의무는 자녀를 돌보는 것입니다.,
539,process,"과정, 처리하다",539,process,We need to streamline the process to improve efficiency.,효율성을 높이기 위해 프로세스를 개선해야 합니다.,
540,board,"탑승하다, 이사회",540,board,Passengers are requested to board the aircraft.,승객들은 비행기에 탑승하기를 요청합니다.,
541,comfortable,편안한,541,comfortable,The seats are designed to be comfortable for long flights.,이 좌석은 장거리 비행에 편안하도록 설계되었습니다.,
542,declare,(세관에서)신고하다,542,declare,You must declare any goods exceeding the duty-free allowance.,면세 한도를 초과하는 모든 물품은 신고해야 합니다.,
543,specify,"명시하다 (specification 열거, 명시, 명세서)",543,specify,Can you specify which color you prefer?,어떤 색상을 선호하는지 구체적으로 말해 줄 수 있나요?,
544,depart,출발하다,544,depart,The train is scheduled to depart at 9:30 AM.,기차는 오전 9시 30분에 출발 예정입니다.,
545,emergency,"비상시, 비상 사태",545,emergency,"In case of emergency, please use the emergency exit.",비상 시에는 비상 출구를 이용해 주세요.,
546,passenger,승객,546,passenger,Passengers are required to fasten their seat belts.,승객들은 안전벨트를 매는 것이 필요합니다.,
547,outgoing,"(장소를)출발하는, 떠나는;
(지위를)떠나는",547,outgoing,He's a very outgoing person who enjoys meeting new people.,그는 새로운 사람들을 만나는 것을 즐기는 매우 개방적인 사람입니다.,
548,tighly,"단단히, 꽉",548,tightly,Please close the lid tightly to prevent spills.,새어 나오는 것을 방지하기 위해 뚜껑을 꽉 닫아주세요.,
549,tour,"(공장,시설 등의)견학, 짧은 여행",549,tour,The guided tour of the museum lasts about an hour.,박물관의 유도 투어는 약 한 시간 정도 소요됩니다.,
550,carrier,"항공사, 수송기, 수송 회사",550,carrier,The airline is a leading carrier in the region.,그 항공사는 그 지역에서 선두 주자입니다.,
551,customarily,"관례상, 습관적으로",551,customarily,Tipping is customarily expected in this country.,이 나라에서는 팁이 관례적으로 기대됩니다.,
552,confuse,"혼란시키다 (refuse 거절하다, 거부하다)",552,confuse,The instructions were poorly written and confused many people.,지시사항이 잘못 작성되어 많은 사람들을 혼란스럽게 했습니다.,
553,arrive,도착하다,553,arrive,The train is due to arrive at platform 3.,기차는 3번 승강장에 도착할 예정입니다.,
554,brochure,"(홍보용)소책자, 브로셔",554,brochure,Please take a brochure for more information.,자세한 정보는 브로셔를 참고하세요.,
555,involve,"수반하다, 포함하다; 참여시키다",555,involve,The project will involve significant changes to our workflow.,이 프로젝트는 우리의 업무 프로세스에 상당한 변화를 초래할 것입니다.,
556,ship,"(배나 다른 운송 수단으로)운송하다, 수송하다, 선박, 배",556,ship,We ship orders worldwide.,우리는 주문을 전 세계로 발송합니다.,
557,suitcase,여행가방,557,suitcase,Please make sure to label your suitcase with your name.,여행 가방에 이름표를 붙이는 것을 잊지 마세요.,
558,unavailable,"이용할 수 없는, 구할 수 없는",558,unavailable,"I'm sorry, but that item is currently unavailable.",죄송하지만 해당 제품은 현재 구할 수 없습니다.,
559,fill out/in,"(서류에)기입하다, 적어 넣다",559,fill out/in,Please fill out the form and submit it by Friday.,양식을 작성하여 금요일까지 제출해 주세요.,
